document_id,author_id,author_role,team,department,created_date,updated_date,approval_status,approval_date,version,status,authority_level,confidentiality_level,document_type,source_type,review_frequency,next_review_date
DOC-0248,emp_306,Engineer,Security Core Team,Security,2025-09-05,2026-07-06,Draft,,3.0,Draft,Engineer,Public,Engineering Note,Confluence,Annual,2027-07-06
DOC-0249,emp_905,Architecture Board,Architecture Core Team,Architecture,2024-04-18,2025-10-05,Rejected,,1.0,Superseded,Architecture Board,Public,Draft Document,Git Markdown,Annual,2026-10-05
DOC-0250,emp_370,Engineer,Architecture Core Team,Architecture,2024-09-03,2026-01-13,Rejected,,2.1,Superseded,Engineer,Internal,Standard,Confluence,Annual,2027-01-13
DOC-0251,emp_150,Architecture Team,Security Core Team,Security,2026-03-01,2026-05-08,Draft,,2.1,Superseded,Architecture Team,Restricted,Policy,Git Markdown,Annual,2027-05-08
DOC-0252,emp_407,Senior Architect,Product Core Team,Product,2025-05-05,2026-07-01,Draft,,2.2,Draft,Senior Architect,Public,Policy,Confluence,Annual,2027-07-01
DOC-0253,emp_627,Architecture Board,Security Core Team,Security,2021-05-15,2023-02-11,Rejected,,3.2,Draft,Architecture Board,Public,Engineering Note,Git Markdown,Annual,2024-02-11
DOC-0254,emp_567,Architecture Board,Engineering Core Team,Engineering,2026-02-24,2026-05-27,Under Review,,2.2,Draft,Architecture Board,Confidential,Architecture Decision Record,Confluence,Annual,2027-05-27
DOC-0255,emp_281,Project Notes,Architecture Core Team,Architecture,2024-04-16,2025-11-01,Draft,,2.2,Draft,Project Notes,Public,Policy,Git Markdown,Annual,2026-11-01
DOC-0256,emp_762,Architecture Team,Data Engineering Core Team,Data Engineering,2024-10-19,2025-05-18,Draft,,3.0,Draft,Architecture Team,Public,Project Documentation,Confluence,Annual,2026-05-18
DOC-0257,emp_358,Architecture Team,Product Core Team,Product,2025-07-07,2025-12-10,Draft,,2.1,Draft,Architecture Team,Confidential,Draft Document,Git Markdown,Annual,2026-12-10
DOC-0258,emp_107,Chief Architect,Product Core Team,Product,2024-09-18,2025-10-06,Draft,,1.1,Draft,Chief Architect,Public,Deprecated Document,Confluence,Annual,2026-10-06
DOC-0259,emp_292,Principal Engineer,Architecture Core Team,Architecture,2023-11-26,2026-01-17,Under Review,,3.1,Draft,Principal Engineer,Restricted,Engineering Note,Git Markdown,Annual,2027-01-17
DOC-0260,emp_514,Engineer,Architecture Core Team,Architecture,2025-02-17,2025-03-25,Under Review,,3.0,Draft,Engineer,Confidential,Standard,Confluence,Annual,2026-03-25
DOC-0261,emp_285,Unverified,Product Core Team,Product,2021-07-19,2024-03-09,Under Review,,3.2,Draft,Unverified,Internal,Meeting Decision,Git Markdown,Annual,2025-03-09
DOC-0262,emp_862,Architecture Team,Platform Core Team,Platform,2023-05-12,2025-03-20,Draft,,2.1,Draft,Architecture Team,Public,Meeting Decision,Confluence,Annual,2026-03-20
DOC-0263,emp_299,Project Notes,Data Engineering Core Team,Data Engineering,2021-09-03,2026-07-15,Rejected,,2.0,Draft,Project Notes,Internal,Deprecated Document,Git Markdown,Annual,2027-07-15
DOC-0264,emp_983,Senior Engineer,Security Core Team,Security,05/15/2025,2025-06-25,Rejected,,1.1,Draft,Senior Engineer,Public,Engineering Note,Confluence,Annual,2026-06-25
DOC-0265,emp_904,Project Notes,Product Core Team,Product,2021-09-23,2025-03-04,Rejected,,2.1,Draft,Project Notes,Confidential,Technical Design Document,Git Markdown,Annual,2026-03-04
DOC-0266,emp_875,Senior Engineer,Architecture Core Team,Architecture,2022-01-26,2022-03-03,Approved,2022-03-03,1.0,Active,Senior Engineer,Restricted,Deprecated Document,Confluence,Annual,2023-03-03
DOC-0267,emp_943,Chief Architect,Architecture Core Team,Architecture,2022-09-03,2024-04-20,Rejected,,3.2,Draft,Chief Architect,Restricted,Architecture Decision Record,Git Markdown,Annual,2025-04-20
DOC-0268,emp_268,Architecture Team,Security Core Team,Security,2021-02-09,2022-05-22,Under Review,,1.0,Draft,Architecture Team,Public,Standard,Confluence,Annual,2023-05-22
DOC-0269,emp_997,Engineer,DevOps Core Team,DevOps,2025-04-29,2026-01-27,Approved,2026-01-27,1.2,Active,Engineer,Public,Meeting Decision,Git Markdown,Annual,2027-01-27
DOC-0270,emp_660,Chief Architect,Security Core Team,Security,2023-08-30,2024-07-08,Under Review,,3.0,Draft,Chief Architect,Restricted,Meeting Decision,Confluence,Annual,2025-07-08
DOC-0271,emp_950,Engineer,Data Engineering Core Team,Data Engineering,2023-11-14,2025-11-19,Approved,2025-11-19,1.1,Active,Engineer,Internal,Technical Design Document,Git Markdown,Annual,2026-11-19
DOC-0272,emp_264,Principal Engineer,Architecture Core Team,Architecture,01/28/2024,2025-06-19,Under Review,,2.1,Draft,Principal Engineer,Internal,Architecture Decision Record,Confluence,Annual,2026-06-19
DOC-0273,emp_192,Senior Architect,Data Engineering Core Team,Data Engineering,2021-06-03,2025-06-23,Approved,2025-06-23,3.0,Active,Senior Architect,Confidential,Deprecated Document,Git Markdown,Annual,2026-06-23
DOC-0274,emp_972,Architecture Board,Engineering Core Team,Engineering,2023-01-08,2024-10-09,Rejected,,1.0,Draft,Architecture Board,Public,Meeting Decision,Confluence,Annual,2025-10-09
DOC-0275,emp_999,Principal Engineer,Architecture Core Team,Architecture,2023-02-03,2025-01-04,Under Review,,2.1,Superseded,Principal Engineer,Restricted,Technical Design Document,Git Markdown,Annual,2026-01-04
DOC-0276,emp_235,Chief Architect,Security Core Team,Security,2026-07-04,2026-07-31,Under Review,,3.1,Superseded,Chief Architect,Confidential,Architecture Decision Record,Confluence,Annual,2027-07-31
DOC-0277,emp_599,Project Notes,Engineering Core Team,Engineering,12/23/2025,2026-04-07,Rejected,,2.2,Superseded,Project Notes,Restricted,Technical Design Document,Git Markdown,Annual,2027-04-07
DOC-0278,emp_631,Senior Engineer,DevOps Core Team,DevOps,2024-11-10,2025-02-15,Rejected,,1.1,Draft,Senior Engineer,Restricted,Deprecated Document,Confluence,Annual,2026-02-15
DOC-0279,emp_758,Architecture Board,Product Core Team,Product,2023-11-02,2026-03-20,Rejected,,1.0,Draft,Architecture Board,Confidential,Engineering Note,Git Markdown,Annual,2027-03-20
DOC-0280,emp_758,Unverified,Data Engineering Core Team,Data Engineering,2023-04-06,2024-07-30,Approved,2024-07-30,3.1,Active,Unverified,Public,Standard,Confluence,Annual,2025-07-30
DOC-0281,emp_513,Chief Architect,DevOps Core Team,DevOps,2021-03-15,2024-04-29,Approved,2024-04-29,3.2,Active,Chief Architect,Restricted,Standard,Git Markdown,Annual,2025-04-29
DOC-0282,emp_945,Senior Engineer,Security Core Team,Security,2025-07-31,2025-11-22,Rejected,,3.2,Draft,Senior Engineer,Confidential,Architecture Decision Record,Confluence,Annual,2026-11-22
DOC-0283,emp_449,Architecture Board,Engineering Core Team,Engineering,08/27/2025,2026-07-17,Draft,,2.2,Draft,Architecture Board,Public,Security Recommendation,Git Markdown,Annual,2027-07-17
DOC-0284,emp_360,Chief Architect,DevOps Core Team,DevOps,2022-02-06,2023-02-25,Approved,2023-02-25,2.0,Active,Chief Architect,Confidential,Draft Document,Confluence,Annual,2024-02-25
DOC-0285,emp_748,Architecture Board,Product Core Team,Product,2021-09-10,2026-01-08,Rejected,,3.2,Draft,Architecture Board,Internal,Draft Document,Git Markdown,Annual,2027-01-08
DOC-0286,emp_899,Unverified,Security Core Team,Security,2024-11-17,2026-07-02,Under Review,,1.0,Draft,Unverified,Confidential,Engineering Note,Confluence,Annual,2027-07-02
DOC-0287,emp_380,Architecture Team,Security Core Team,Security,2026-05-28,2026-07-10,Draft,,1.0,Draft,Architecture Team,Confidential,Standard,Git Markdown,Annual,2027-07-10
DOC-0288,emp_747,Unverified,Product Core Team,Product,2022-02-16,2023-04-21,Draft,,3.0,Draft,Unverified,Internal,Project Documentation,Confluence,Annual,2024-04-20
DOC-0289,emp_591,Unverified,Engineering Core Team,Engineering,2024-03-14,2026-01-26,Rejected,,3.1,Draft,Unverified,Confidential,Draft Document,Git Markdown,Annual,2027-01-26
DOC-0290,emp_304,Architecture Board,Platform Core Team,Platform,2025-03-17,2026-04-23,Draft,,1.0,Draft,Architecture Board,Restricted,Meeting Decision,Confluence,Annual,2027-04-23
DOC-0291,emp_985,Unverified,Security Core Team,Security,2025-03-01,2026-04-03,Under Review,,3.1,Draft,Unverified,Public,Project Documentation,Git Markdown,Annual,2027-04-03
DOC-0292,emp_861,Architecture Board,Data Engineering Core Team,Data Engineering,2022-02-20,2025-08-13,Rejected,,3.2,Draft,Architecture Board,Restricted,Meeting Decision,Confluence,Annual,2026-08-13
DOC-0293,emp_559,Principal Engineer,Product Core Team,Product,2026-07-08,2026-07-29,Approved,2026-07-29,1.2,Active,Principal Engineer,Public,Engineering Note,Git Markdown,Annual,2027-07-29
DOC-0294,emp_105,Principal Engineer,Platform Core Team,Platform,2023-08-14,2024-06-26,Approved,2024-06-26,2.2,Active,Principal Engineer,Public,Security Recommendation,Confluence,Annual,2025-06-26
DOC-0295,emp_902,Chief Architect,Security Core Team,Security,2023-12-13,2024-07-25,Under Review,,3.0,Draft,Chief Architect,Confidential,Security Recommendation,Git Markdown,Annual,2025-07-25
DOC-0296,emp_469,Senior Engineer,Platform Core Team,Platform,2022-03-24,2026-06-12,Rejected,,3.0,Draft,Senior Engineer,Public,Meeting Decision,Confluence,Annual,2027-06-12
DOC-0297,emp_798,Architecture Board,Data Engineering Core Team,Data Engineering,2023-02-21,2023-10-11,Rejected,,3.1,Draft,Architecture Board,Public,Security Recommendation,Git Markdown,Annual,2024-10-10
DOC-0298,emp_144,Project Notes,Product Core Team,Product,2026-01-14,2026-06-29,Under Review,,1.0,Draft,Project Notes,Internal,Meeting Decision,Confluence,Annual,2027-06-29
DOC-0299,emp_786,Architecture Team,DevOps Core Team,DevOps,2025-11-07,2026-06-12,Approved,2026-06-12,3.2,Active,Architecture Team,Confidential,Project Documentation,Git Markdown,Annual,2027-06-12
DOC-0300,emp_138,Senior Engineer,Engineering Core Team,Engineering,2021-05-31,2021-09-19,Under Review,,3.0,Draft,Senior Engineer,Internal,Technical Design Document,Confluence,Annual,2022-09-19
DOC-0301,emp_117,Senior Engineer,Security Core Team,Security,2024-10-10,2025-02-08,Approved,2025-02-08,3.0,Active,Senior Engineer,Public,Standard,Git Markdown,Annual,2026-02-08
DOC-0302,emp_388,Chief Architect,Architecture Core Team,Architecture,2023-02-21,2025-05-10,Approved,2025-05-10,3.0,Active,Chief Architect,Internal,Policy,Confluence,Annual,2026-05-10
DOC-0303,emp_793,Principal Engineer,DevOps Core Team,DevOps,2026-05-15,2026-05-16,Under Review,,1.2,Draft,Principal Engineer,Confidential,Security Recommendation,Git Markdown,Annual,2027-05-16
DOC-0304,emp_522,Architecture Team,DevOps Core Team,DevOps,2021-10-19,2022-09-13,Under Review,,2.0,Draft,Architecture Team,Public,Deprecated Document,Confluence,Annual,2023-09-13
DOC-0305,emp_174,Unverified,Product Core Team,Product,2024-10-07,2024-12-14,Draft,,3.2,Superseded,Unverified,Confidential,Meeting Decision,Git Markdown,Annual,2025-12-14
DOC-0306,emp_734,Principal Engineer,Platform Core Team,Platform,2026-01-18,2026-03-08,Draft,,2.2,Draft,Principal Engineer,Restricted,Technical Design Document,Confluence,Annual,2027-03-08
DOC-0307,emp_272,Engineer,Product Core Team,Product,2022-10-04,2024-02-20,Under Review,,3.1,Draft,Engineer,Restricted,Architecture Decision Record,Git Markdown,Annual,2025-02-19
DOC-0308,emp_893,Senior Engineer,Security Core Team,Security,2023-09-25,2024-05-04,Under Review,,1.1,Draft,Senior Engineer,Internal,Meeting Decision,Confluence,Annual,2025-05-04
DOC-0309,emp_969,Architecture Board,DevOps Core Team,DevOps,2024-07-17,2024-08-17,Rejected,,1.0,Draft,Architecture Board,Restricted,Deprecated Document,Git Markdown,Annual,2025-08-17
DOC-0310,emp_501,Senior Engineer,Product Core Team,Product,2025-12-31,2026-07-16,Draft,,3.2,Draft,Senior Engineer,Public,Project Documentation,Confluence,Annual,2027-07-16
DOC-0311,emp_243,Unverified,Product Core Team,Product,2021-11-23,2022-11-24,Under Review,,2.1,Draft,Unverified,Public,Policy,Git Markdown,Annual,2023-11-24
DOC-0312,emp_784,Architecture Board,Architecture Core Team,Architecture,2023-11-27,2026-06-13,Rejected,,2.0,Draft,Architecture Board,Public,Project Documentation,Confluence,Annual,2027-06-13
DOC-0313,emp_692,Principal Engineer,Product Core Team,Product,2024-03-13,2024-09-07,Rejected,,2.2,Draft,Principal Engineer,Public,Deprecated Document,Git Markdown,Annual,2025-09-07
DOC-0314,emp_598,Senior Engineer,Security Core Team,Security,2025-12-22,2026-05-25,Approved,2026-05-25,1.1,Active,Senior Engineer,Internal,Policy,Confluence,Annual,2027-05-25
DOC-0315,emp_470,Senior Architect,Platform Core Team,Platform,2025-01-09,2025-05-10,Under Review,,2.2,Draft,Senior Architect,Public,Draft Document,Git Markdown,Annual,2026-05-10
DOC-0316,emp_349,Architecture Board,Platform Core Team,Platform,2021-09-19,2024-12-06,Under Review,,3.0,Draft,Architecture Board,Internal,Architecture Decision Record,Confluence,Annual,2025-12-06
DOC-0317,emp_187,Principal Engineer,Security Core Team,Security,2023-07-09,2026-02-28,Rejected,,2.2,Draft,Principal Engineer,Internal,Project Documentation,Git Markdown,Annual,2027-02-28
DOC-0318,emp_841,Senior Architect,DevOps Core Team,DevOps,03/04/2026,2026-06-28,Approved,2026-06-28,2.0,Active,Senior Architect,Public,Security Recommendation,Confluence,Annual,2027-06-28
DOC-0319,emp_281,Chief Architect,Security Core Team,Security,2026-01-21,2026-06-27,Approved,2026-06-27,3.2,Active,Chief Architect,Public,Policy,Git Markdown,Annual,2027-06-27
DOC-0320,emp_634,Engineer,Product Core Team,Product,2023-01-29,2023-04-27,Rejected,,2.1,Draft,Engineer,Restricted,Standard,Confluence,Annual,2024-04-26
DOC-0321,emp_588,Principal Engineer,Security Core Team,Security,2026-02-07,2026-02-28,Draft,,3.1,Draft,Principal Engineer,Restricted,Project Documentation,Git Markdown,Annual,2027-02-28
DOC-0322,emp_107,Unverified,Data Engineering Core Team,Data Engineering,2024-09-02,2025-03-31,Rejected,,1.1,Draft,Unverified,Restricted,Standard,Confluence,Annual,2026-03-31
DOC-0323,emp_873,Engineer,Data Engineering Core Team,Data Engineering,2023-04-27,2026-05-31,Rejected,,3.2,Draft,Engineer,Confidential,Project Documentation,Git Markdown,Annual,2027-05-31
DOC-0324,emp_975,Senior Architect,DevOps Core Team,DevOps,2025-03-12,2025-07-07,Rejected,,1.0,Draft,Senior Architect,Internal,Technical Design Document,Confluence,Annual,2026-07-07
DOC-0325,emp_498,Senior Architect,DevOps Core Team,DevOps,2025-07-06,2025-08-21,Under Review,,3.1,Draft,Senior Architect,Public,Architecture Decision Record,Git Markdown,Annual,2026-08-21
DOC-0326,emp_728,Engineer,Engineering Core Team,Engineering,2022-08-10,2025-12-15,Under Review,,2.0,Draft,Engineer,Internal,Deprecated Document,Confluence,Annual,2026-12-15
DOC-0327,emp_628,Unverified,Platform Core Team,Platform,2024-06-13,2024-12-03,Approved,2024-12-03,3.0,Active,Unverified,Internal,Project Documentation,Git Markdown,Annual,2025-12-03
DOC-0328,emp_700,Engineer,DevOps Core Team,DevOps,2023-11-27,2023-12-12,Approved,2023-12-12,3.1,Active,Engineer,Restricted,Project Documentation,Confluence,Annual,2024-12-11
DOC-0329,emp_688,Engineer,Platform Core Team,Platform,2022-06-19,2023-06-12,Rejected,,3.0,Draft,Engineer,Restricted,Architecture Decision Record,Git Markdown,Annual,2024-06-11
DOC-0330,emp_486,Project Notes,Data Engineering Core Team,Data Engineering,2023-09-18,2025-01-28,Draft,,2.2,Draft,Project Notes,Confidential,Draft Document,Confluence,Annual,2026-01-28
DOC-0331,emp_748,Engineer,Architecture Core Team,Architecture,2024-10-18,2025-06-10,Draft,,2.2,Draft,Engineer,Public,Project Documentation,Git Markdown,Annual,2026-06-10
DOC-0332,emp_667,Chief Architect,Security Core Team,Security,2023-09-03,2025-06-06,Draft,,3.1,Draft,Chief Architect,Internal,Engineering Note,Confluence,Annual,2026-06-06
DOC-0333,emp_853,Architecture Team,DevOps Core Team,DevOps,2025-11-23,2026-01-29,Under Review,,1.2,Draft,Architecture Team,Restricted,Project Documentation,Git Markdown,Annual,2027-01-29
DOC-0334,emp_882,Architecture Board,DevOps Core Team,DevOps,2026-05-16,2026-05-21,Draft,,2.2,Draft,Architecture Board,Restricted,Deprecated Document,Confluence,Annual,2027-05-21
DOC-0335,emp_155,Senior Architect,Security Core Team,Security,2025-06-25,2026-01-27,Rejected,,1.2,Draft,Senior Architect,Restricted,Deprecated Document,Git Markdown,Annual,2027-01-27
DOC-0336,emp_805,Senior Engineer,Engineering Core Team,Engineering,2021-01-25,2024-11-05,Under Review,,1.1,Draft,Senior Engineer,Restricted,Architecture Decision Record,Confluence,Annual,2025-11-05
DOC-0337,emp_727,Project Notes,Platform Core Team,Platform,2023-01-20,2024-01-31,Rejected,,2.2,Draft,Project Notes,Restricted,Security Recommendation,Git Markdown,Annual,2025-01-30
DOC-0338,emp_933,Architecture Team,Data Engineering Core Team,Data Engineering,2025-01-16,2025-10-19,Under Review,,2.0,Draft,Architecture Team,Internal,Technical Design Document,Confluence,Annual,2026-10-19
DOC-0339,emp_611,Engineer,Engineering Core Team,Engineering,2026-08-01,2026-08-01,Rejected,,3.2,Draft,Engineer,Public,Engineering Note,Git Markdown,Annual,2027-08-01
DOC-0340,emp_959,Project Notes,Product Core Team,Product,2023-07-11,2025-05-26,Draft,,3.2,Draft,Project Notes,Restricted,Technical Design Document,Confluence,Annual,2026-05-26
DOC-0341,emp_278,Unverified,DevOps Core Team,DevOps,2022-12-29,2024-10-24,Rejected,,2.0,Draft,Unverified,Confidential,Meeting Decision,Git Markdown,Annual,2025-10-24
DOC-0342,emp_746,Engineer,Platform Core Team,Platform,2024-03-16,2025-05-04,Approved,2025-05-04,2.0,Superseded,Engineer,Restricted,Draft Document,Confluence,Annual,2026-05-04
DOC-0343,emp_555,Principal Engineer,DevOps Core Team,DevOps,2025-03-12,2026-01-06,Rejected,,1.0,Draft,Principal Engineer,Internal,Security Recommendation,Git Markdown,Annual,2027-01-06
DOC-0344,emp_197,Chief Architect,Platform Core Team,Platform,2026-04-03,2026-07-24,Approved,2026-07-24,2.2,Superseded,Chief Architect,Public,Technical Design Document,Confluence,Annual,2027-07-24
DOC-0345,emp_353,Architecture Team,Security Core Team,Security,2023-06-27,2024-03-11,Under Review,,3.1,Superseded,Architecture Team,Restricted,Meeting Decision,Git Markdown,Annual,2025-03-11
DOC-0346,emp_814,Senior Architect,Data Engineering Core Team,Data Engineering,2021-12-29,2025-04-22,Rejected,,3.2,Draft,Senior Architect,Confidential,Deprecated Document,Confluence,Annual,2026-04-22
DOC-0347,emp_552,Chief Architect,Security Core Team,Security,2023-01-20,2025-05-13,Draft,,1.0,Draft,Chief Architect,Internal,Meeting Decision,Git Markdown,Annual,2026-05-13
DOC-0348,emp_109,Principal Engineer,Security Core Team,Security,2025-06-23,2025-11-19,Under Review,,3.1,Draft,Principal Engineer,Internal,Standard,Confluence,Annual,2026-11-19
DOC-0349,emp_325,Engineer,Platform Core Team,Platform,2021-06-12,2023-10-24,Under Review,,3.2,Draft,Engineer,Restricted,Meeting Decision,Git Markdown,Annual,2024-10-23
DOC-0350,emp_239,Senior Architect,Platform Core Team,Platform,2021-08-15,2025-03-11,Rejected,,2.2,Draft,Senior Architect,Confidential,Meeting Decision,Confluence,Annual,2026-03-11
DOC-0351,emp_388,Chief Architect,Engineering Core Team,Engineering,09/14/2021,2025-09-17,Rejected,,1.0,Draft,Chief Architect,Internal,Meeting Decision,Git Markdown,Annual,2026-09-17
DOC-0352,emp_574,Senior Engineer,Product Core Team,Product,2022-11-08,2023-04-21,Under Review,,2.0,Superseded,Senior Engineer,Confidential,Architecture Decision Record,Confluence,Annual,2024-04-20
DOC-0353,emp_886,Chief Architect,Security Core Team,Security,2023-02-28,2025-08-23,Under Review,,1.0,Draft,Chief Architect,Confidential,Project Documentation,Git Markdown,Annual,2026-08-23
DOC-0354,emp_430,Principal Engineer,Security Core Team,Security,2024-07-12,2026-07-27,Approved,2026-07-27,3.2,Active,Principal Engineer,Public,Engineering Note,Confluence,Annual,2027-07-27
DOC-0355,emp_341,Chief Architect,Engineering Core Team,Engineering,2022-10-27,2022-11-26,Under Review,,3.0,Draft,Chief Architect,Confidential,Standard,Git Markdown,Annual,2023-11-26
DOC-0356,emp_480,Senior Architect,Product Core Team,Product,2022-05-25,2023-04-12,Rejected,,3.1,Superseded,Senior Architect,Public,Technical Design Document,Confluence,Annual,2024-04-11
DOC-0357,emp_338,Project Notes,Engineering Core Team,Engineering,07/04/2026,2026-07-21,Draft,,2.2,Draft,Project Notes,Internal,Security Recommendation,Git Markdown,Annual,2027-07-21
DOC-0358,emp_672,Project Notes,Engineering Core Team,Engineering,2024-01-17,2025-12-30,Rejected,,1.2,Draft,Project Notes,Restricted,Meeting Decision,Confluence,Annual,2026-12-30
DOC-0359,emp_643,Chief Architect,Data Engineering Core Team,Data Engineering,2023-07-10,2025-03-06,Draft,,2.0,Draft,Chief Architect,Confidential,Engineering Note,Git Markdown,Annual,2026-03-06
DOC-0360,emp_838,Senior Engineer,Architecture Core Team,Architecture,2024-09-10,2026-03-15,Rejected,,3.1,Draft,Senior Engineer,Internal,Technical Design Document,Confluence,Annual,2027-03-15
DOC-0361,emp_774,Unverified,Engineering Core Team,Engineering,2021-03-31,2025-12-05,Under Review,,1.0,Draft,Unverified,Public,Technical Design Document,Git Markdown,Annual,2026-12-05
DOC-0362,emp_638,Project Notes,Product Core Team,Product,12/07/2024,2025-08-26,Approved,2025-08-26,3.2,Active,Project Notes,Public,Draft Document,Confluence,Annual,2026-08-26
DOC-0363,emp_920,Project Notes,Product Core Team,Product,2023-01-10,2026-02-25,Rejected,,3.0,Draft,Project Notes,Restricted,Architecture Decision Record,Git Markdown,Annual,2027-02-25
DOC-0364,emp_842,Chief Architect,Platform Core Team,Platform,2023-12-25,2025-01-22,Under Review,,3.0,Draft,Chief Architect,Internal,Project Documentation,Confluence,Annual,2026-01-22
DOC-0365,emp_819,Project Notes,DevOps Core Team,DevOps,2025-12-14,2026-01-09,Under Review,,3.1,Draft,Project Notes,Restricted,Standard,Git Markdown,Annual,2027-01-09
DOC-0366,emp_432,Unverified,Architecture Core Team,Architecture,2023-04-25,2025-09-22,Draft,,3.2,Draft,Unverified,Internal,Security Recommendation,Confluence,Annual,2026-09-22
DOC-0367,emp_100,Engineer,Security Core Team,Security,2026-07-07,2026-07-16,Approved,2026-07-16,2.0,Active,Engineer,Restricted,Architecture Decision Record,Git Markdown,Annual,2027-07-16
DOC-0368,emp_623,Unverified,Product Core Team,Product,2024-03-14,2025-10-20,Under Review,,2.1,Superseded,Unverified,Internal,Deprecated Document,Confluence,Annual,2026-10-20
DOC-0369,emp_194,Principal Engineer,Platform Core Team,Platform,2023-03-30,2026-06-07,Under Review,,3.1,Draft,Principal Engineer,Confidential,Draft Document,Git Markdown,Annual,2027-06-07
DOC-0370,emp_848,Architecture Board,Engineering Core Team,Engineering,2023-02-21,2023-07-31,Approved,2023-07-31,2.1,Active,Architecture Board,Confidential,Draft Document,Confluence,Annual,2024-07-30
DOC-0371,emp_155,Engineer,DevOps Core Team,DevOps,2023-12-10,2024-01-21,Draft,,1.1,Draft,Engineer,Internal,Meeting Decision,Git Markdown,Annual,2025-01-20
DOC-0372,emp_542,Architecture Team,Product Core Team,Product,2025-05-30,2025-12-17,Under Review,,1.1,Draft,Architecture Team,Public,Meeting Decision,Confluence,Annual,2026-12-17
DOC-0373,emp_592,Senior Architect,Security Core Team,Security,2022-02-10,2024-11-05,Rejected,,1.2,Draft,Senior Architect,Internal,Deprecated Document,Git Markdown,Annual,2025-11-05
DOC-0374,emp_787,Chief Architect,DevOps Core Team,DevOps,2023-05-18,2025-06-04,Draft,,2.2,Draft,Chief Architect,Public,Standard,Confluence,Annual,2026-06-04
DOC-0375,emp_551,Senior Architect,Product Core Team,Product,2026-03-08,2026-05-06,Under Review,,1.2,Draft,Senior Architect,Public,Architecture Decision Record,Git Markdown,Annual,2027-05-06
DOC-0376,emp_451,Architecture Board,Product Core Team,Product,2022-09-17,2025-03-26,Rejected,,1.2,Superseded,Architecture Board,Internal,Technical Design Document,Confluence,Annual,2026-03-26
DOC-0377,emp_485,Architecture Board,Security Core Team,Security,2026-01-30,2026-07-18,Approved,2026-07-18,1.1,Active,Architecture Board,Internal,Draft Document,Git Markdown,Annual,2027-07-18
DOC-0378,emp_497,Chief Architect,DevOps Core Team,DevOps,2024-09-19,2026-07-26,Draft,,1.1,Draft,Chief Architect,Confidential,Meeting Decision,Confluence,Annual,2027-07-26
DOC-0379,emp_303,Senior Architect,Security Core Team,Security,2026-06-03,2026-07-02,Approved,2026-07-02,3.1,Superseded,Senior Architect,Restricted,Deprecated Document,Git Markdown,Annual,2027-07-02
DOC-0380,emp_740,Senior Engineer,DevOps Core Team,DevOps,2022-04-29,2025-02-18,Approved,2025-02-18,2.0,Active,Senior Engineer,Restricted,Meeting Decision,Confluence,Annual,2026-02-18
DOC-0381,emp_633,Engineer,Platform Core Team,Platform,2025-11-23,2026-05-02,Under Review,,3.0,Draft,Engineer,Confidential,Draft Document,Git Markdown,Annual,2027-05-02
DOC-0382,emp_768,Architecture Team,Data Engineering Core Team,Data Engineering,2024-04-04,2025-10-10,Under Review,,2.2,Draft,Architecture Team,Internal,Engineering Note,Confluence,Annual,2026-10-10
DOC-0383,emp_169,Senior Engineer,Data Engineering Core Team,Data Engineering,2023-12-28,2026-01-02,Approved,2026-01-02,1.2,Active,Senior Engineer,Public,Deprecated Document,Git Markdown,Annual,2027-01-02
DOC-0384,emp_255,Principal Engineer,Architecture Core Team,Architecture,2021-08-07,2022-05-03,Under Review,,3.2,Superseded,Principal Engineer,Restricted,Project Documentation,Confluence,Annual,2023-05-03
DOC-0385,emp_181,Senior Engineer,Platform Core Team,Platform,2021-10-02,2024-07-26,Rejected,,2.0,Draft,Senior Engineer,Confidential,Policy,Git Markdown,Annual,2025-07-26
DOC-0386,emp_376,Architecture Board,Engineering Core Team,Engineering,2022-04-01,2026-05-30,Under Review,,1.0,Draft,Architecture Board,Confidential,Standard,Confluence,Annual,2027-05-30
DOC-0387,emp_514,Engineer,Security Core Team,Security,2024-05-30,2026-06-21,Rejected,,2.2,Draft,Engineer,Public,Architecture Decision Record,Git Markdown,Annual,2027-06-21
DOC-0388,emp_671,Architecture Board,Data Engineering Core Team,Data Engineering,2023-11-24,2026-01-15,Approved,2026-01-15,2.1,Active,Architecture Board,Restricted,Standard,Confluence,Annual,2027-01-15
DOC-0389,emp_245,Unverified,Architecture Core Team,Architecture,2025-08-27,2026-07-23,Rejected,,3.0,Superseded,Unverified,Internal,Policy,Git Markdown,Annual,2027-07-23
DOC-0390,emp_561,Senior Engineer,Security Core Team,Security,2022-01-02,2024-07-19,Under Review,,1.1,Draft,Senior Engineer,Restricted,Architecture Decision Record,Confluence,Annual,2025-07-19
DOC-0391,emp_216,Chief Architect,DevOps Core Team,DevOps,2024-07-22,2025-07-28,Approved,2025-07-28,2.2,Active,Chief Architect,Internal,Policy,Git Markdown,Annual,2026-07-28
DOC-0392,emp_989,Senior Architect,Data Engineering Core Team,Data Engineering,2022-01-02,2026-04-26,Approved,2026-04-26,2.2,Active,Senior Architect,Confidential,Engineering Note,Confluence,Annual,2027-04-26
DOC-0393,emp_569,Architecture Board,Engineering Core Team,Engineering,2025-10-18,2026-06-30,Approved,2026-06-30,2.0,Active,Architecture Board,Internal,Policy,Git Markdown,Annual,2027-06-30
