citation_id,document_id,cited_document_id,citation_type,citation_context,citation_date
CIT-00259,DOC-0227,DOC-0179,References,DOC-0227 references architectural principles defined in DOC-0179.,2025-07-05
CIT-00260,DOC-0227,DOC-0595,References,DOC-0227 references architectural principles defined in DOC-0595.,2025-07-05
CIT-00261,DOC-0230,DOC-0152,References,DOC-0230 references architectural principles defined in DOC-0152.,2025-12-13
CIT-00262,DOC-0230,DOC-0834,References,DOC-0230 references architectural principles defined in DOC-0834.,2025-12-13
CIT-00263,DOC-0230,DOC-0689,References,DOC-0230 references architectural principles defined in DOC-0689.,2025-12-13
CIT-00264,DOC-0234,DOC-0089,References,DOC-0234 references architectural principles defined in DOC-0089.,12/26/2021
CIT-00265,DOC-0234,DOC-0617,References,DOC-0234 references architectural principles defined in DOC-0617.,12/26/2021
CIT-00266,DOC-0234,DOC-0260,References,DOC-0234 references architectural principles defined in DOC-0260.,12/26/2021
CIT-00267,DOC-0234,DOC-0907,References,DOC-0234 references architectural principles defined in DOC-0907.,12/26/2021
CIT-00268,DOC-0235,DOC-0661,References,DOC-0235 references architectural principles defined in DOC-0661.,2026-02-25
CIT-00269,DOC-0235,DOC-0478,References,DOC-0235 references architectural principles defined in DOC-0478.,2026-02-25
CIT-00270,DOC-0235,DOC-0462,References,DOC-0235 references architectural principles defined in DOC-0462.,2026-02-25
CIT-00271,DOC-0238,DOC-0352,References,DOC-0238 references architectural principles defined in DOC-0352.,2026-03-02
CIT-00272,DOC-0245,DOC-0836,References,DOC-0245 references architectural principles defined in DOC-0836.,2023-06-20
CIT-00273,DOC-0245,DOC-0812,References,DOC-0245 references architectural principles defined in DOC-0812.,2023-06-20
CIT-00274,DOC-0246,DOC-0084,References,DOC-0246 references architectural principles defined in DOC-0084.,2022-04-11
CIT-00275,DOC-0246,DOC-0844,References,DOC-0246 references architectural principles defined in DOC-0844.,2022-04-11
CIT-00276,DOC-0246,DOC-0430,References,DOC-0246 references architectural principles defined in DOC-0430.,2022-04-11
CIT-00277,DOC-0246,DOC-0902,References,DOC-0246 references architectural principles defined in DOC-0902.,2022-04-11
CIT-00278,DOC-0247,DOC-0533,References,DOC-0247 references architectural principles defined in DOC-0533.,2025-06-28
CIT-00279,DOC-0248,DOC-0261,References,DOC-0248 references architectural principles defined in DOC-0261.,2025-09-05
CIT-00280,DOC-0251,DOC-0701,References,DOC-0251 references architectural principles defined in DOC-0701.,2026-03-01
CIT-00281,DOC-0251,DOC-0727,References,DOC-0251 references architectural principles defined in DOC-0727.,2026-03-01
CIT-00282,DOC-0254,DOC-0562,References,DOC-0254 references architectural principles defined in DOC-0562.,2026-02-24
CIT-00283,DOC-0254,DOC-0960,References,DOC-0254 references architectural principles defined in DOC-0960.,2026-02-24
CIT-00284,DOC-0254,DOC-0405,References,DOC-0254 references architectural principles defined in DOC-0405.,2026-02-24
CIT-00285,DOC-0257,DOC-0768,References,DOC-0257 references architectural principles defined in DOC-0768.,2025-07-07
CIT-00286,DOC-0257,DOC-0418,References,DOC-0257 references architectural principles defined in DOC-0418.,2025-07-07
CIT-00287,DOC-0257,DOC-0705,References,DOC-0257 references architectural principles defined in DOC-0705.,2025-07-07
CIT-00288,DOC-0259,DOC-0160,References,DOC-0259 references architectural principles defined in DOC-0160.,2023-11-26
CIT-00289,DOC-0259,DOC-0855,References,DOC-0259 references architectural principles defined in DOC-0855.,2023-11-26
CIT-00290,DOC-0259,DOC-0711,References,DOC-0259 references architectural principles defined in DOC-0711.,2023-11-26
CIT-00291,DOC-0259,DOC-0917,References,DOC-0259 references architectural principles defined in DOC-0917.,2023-11-26
CIT-00292,DOC-0268,DOC-0311,References,DOC-0268 references architectural principles defined in DOC-0311.,2021-02-09
CIT-00293,DOC-0268,DOC-0846,References,DOC-0268 references architectural principles defined in DOC-0846.,2021-02-09
CIT-00294,DOC-0268,DOC-0215,References,DOC-0268 references architectural principles defined in DOC-0215.,2021-02-09
CIT-00295,DOC-0268,DOC-0555,References,DOC-0268 references architectural principles defined in DOC-0555.,2021-02-09
CIT-00296,DOC-0271,DOC-0032,References,DOC-0271 references architectural principles defined in DOC-0032.,2023-11-14
CIT-00297,DOC-0272,DOC-0191,References,DOC-0272 references architectural principles defined in DOC-0191.,01/28/2024
CIT-00298,DOC-0272,DOC-0848,References,DOC-0272 references architectural principles defined in DOC-0848.,01/28/2024
CIT-00299,DOC-0274,DOC-0464,References,DOC-0274 references architectural principles defined in DOC-0464.,2023-01-08
CIT-00300,DOC-0274,DOC-0974,References,DOC-0274 references architectural principles defined in DOC-0974.,2023-01-08
CIT-00301,DOC-0274,DOC-0122,References,DOC-0274 references architectural principles defined in DOC-0122.,2023-01-08
CIT-00302,DOC-0276,DOC-0011,References,DOC-0276 references architectural principles defined in DOC-0011.,2026-07-04
CIT-00303,DOC-0276,DOC-0715,References,DOC-0276 references architectural principles defined in DOC-0715.,2026-07-04
CIT-00304,DOC-0276,DOC-0612,References,DOC-0276 references architectural principles defined in DOC-0612.,2026-07-04
CIT-00305,DOC-0276,DOC-0308,References,DOC-0276 references architectural principles defined in DOC-0308.,2026-07-04
CIT-00306,DOC-0277,DOC-0214,References,DOC-0277 references architectural principles defined in DOC-0214.,12/23/2025
CIT-00307,DOC-0277,DOC-0312,References,DOC-0277 references architectural principles defined in DOC-0312.,12/23/2025
CIT-00308,DOC-0277,DOC-0439,References,DOC-0277 references architectural principles defined in DOC-0439.,12/23/2025
CIT-00309,DOC-0285,DOC-0718,References,DOC-0285 references architectural principles defined in DOC-0718.,2021-09-10
CIT-00310,DOC-0285,DOC-0485,References,DOC-0285 references architectural principles defined in DOC-0485.,2021-09-10
CIT-00311,DOC-0285,DOC-0882,References,DOC-0285 references architectural principles defined in DOC-0882.,2021-09-10
CIT-00312,DOC-0295,DOC-0778,References,DOC-0295 references architectural principles defined in DOC-0778.,2023-12-13
CIT-00313,DOC-0295,DOC-0928,References,DOC-0295 references architectural principles defined in DOC-0928.,2023-12-13
CIT-00314,DOC-0295,DOC-0089,References,DOC-0295 references architectural principles defined in DOC-0089.,2023-12-13
CIT-00315,DOC-0295,DOC-0487,References,DOC-0295 references architectural principles defined in DOC-0487.,2023-12-13
CIT-00316,DOC-0296,DOC-0085,References,DOC-0296 references architectural principles defined in DOC-0085.,2022-03-24
CIT-00317,DOC-0297,DOC-0466,References,DOC-0297 references architectural principles defined in DOC-0466.,2023-02-21
CIT-00318,DOC-0298,DOC-0248,References,DOC-0298 references architectural principles defined in DOC-0248.,2026-01-14
CIT-00319,DOC-0298,DOC-0619,References,DOC-0298 references architectural principles defined in DOC-0619.,2026-01-14
CIT-00320,DOC-0298,DOC-0481,References,DOC-0298 references architectural principles defined in DOC-0481.,2026-01-14
CIT-00321,DOC-0299,DOC-0566,References,DOC-0299 references architectural principles defined in DOC-0566.,2025-11-07
CIT-00322,DOC-0299,DOC-0796,References,DOC-0299 references architectural principles defined in DOC-0796.,2025-11-07
CIT-00323,DOC-0299,DOC-0721,References,DOC-0299 references architectural principles defined in DOC-0721.,2025-11-07
CIT-00324,DOC-0301,DOC-0098,References,DOC-0301 references architectural principles defined in DOC-0098.,2024-10-10
CIT-00325,DOC-0301,DOC-0011,References,DOC-0301 references architectural principles defined in DOC-0011.,2024-10-10
CIT-00326,DOC-0301,DOC-0701,References,DOC-0301 references architectural principles defined in DOC-0701.,2024-10-10
CIT-00327,DOC-0301,DOC-0132,References,DOC-0301 references architectural principles defined in DOC-0132.,2024-10-10
CIT-00328,DOC-0304,DOC-0071,References,DOC-0304 references architectural principles defined in DOC-0071.,2021-10-19
CIT-00329,DOC-0304,DOC-0515,References,DOC-0304 references architectural principles defined in DOC-0515.,2021-10-19
CIT-00330,DOC-0304,DOC-0186,References,DOC-0304 references architectural principles defined in DOC-0186.,2021-10-19
CIT-00331,DOC-0304,DOC-0475,References,DOC-0304 references architectural principles defined in DOC-0475.,2021-10-19
CIT-00332,DOC-0305,DOC-0821,References,DOC-0305 references architectural principles defined in DOC-0821.,2024-10-07
CIT-00333,DOC-0305,DOC-0948,References,DOC-0305 references architectural principles defined in DOC-0948.,2024-10-07
CIT-00334,DOC-0305,DOC-0549,References,DOC-0305 references architectural principles defined in DOC-0549.,2024-10-07
CIT-00335,DOC-0305,DOC-0670,References,DOC-0305 references architectural principles defined in DOC-0670.,2024-10-07
CIT-00336,DOC-0307,DOC-0715,References,DOC-0307 references architectural principles defined in DOC-0715.,2022-10-04
CIT-00337,DOC-0309,DOC-0301,References,DOC-0309 references architectural principles defined in DOC-0301.,2024-07-17
CIT-00338,DOC-0309,DOC-0875,References,DOC-0309 references architectural principles defined in DOC-0875.,2024-07-17
CIT-00339,DOC-0309,DOC-0167,References,DOC-0309 references architectural principles defined in DOC-0167.,2024-07-17
CIT-00340,DOC-0309,DOC-0041,References,DOC-0309 references architectural principles defined in DOC-0041.,2024-07-17
CIT-00341,DOC-0310,DOC-0437,References,DOC-0310 references architectural principles defined in DOC-0437.,2025-12-31
CIT-00342,DOC-0310,DOC-0113,References,DOC-0310 references architectural principles defined in DOC-0113.,2025-12-31
CIT-00343,DOC-0310,DOC-0704,References,DOC-0310 references architectural principles defined in DOC-0704.,2025-12-31
CIT-00344,DOC-0311,DOC-0204,References,DOC-0311 references architectural principles defined in DOC-0204.,2021-11-23
CIT-00345,DOC-0313,DOC-0795,References,DOC-0313 references architectural principles defined in DOC-0795.,2024-03-13
CIT-00346,DOC-0313,DOC-0763,References,DOC-0313 references architectural principles defined in DOC-0763.,2024-03-13
CIT-00347,DOC-0313,DOC-0827,References,DOC-0313 references architectural principles defined in DOC-0827.,2024-03-13
CIT-00348,DOC-0313,DOC-0670,References,DOC-0313 references architectural principles defined in DOC-0670.,2024-03-13
CIT-00349,DOC-0316,DOC-0229,References,DOC-0316 references architectural principles defined in DOC-0229.,2021-09-19
CIT-00350,DOC-0316,DOC-0349,References,DOC-0316 references architectural principles defined in DOC-0349.,2021-09-19
CIT-00351,DOC-0323,DOC-0143,References,DOC-0323 references architectural principles defined in DOC-0143.,2023-04-27
CIT-00352,DOC-0323,DOC-0136,References,DOC-0323 references architectural principles defined in DOC-0136.,2023-04-27
CIT-00353,DOC-0328,DOC-0022,References,DOC-0328 references architectural principles defined in DOC-0022.,2023-11-27
CIT-00354,DOC-0328,DOC-0726,References,DOC-0328 references architectural principles defined in DOC-0726.,2023-11-27
CIT-00355,DOC-0328,DOC-0538,References,DOC-0328 references architectural principles defined in DOC-0538.,2023-11-27
CIT-00356,DOC-0328,DOC-0920,References,DOC-0328 references architectural principles defined in DOC-0920.,2023-11-27
CIT-00357,DOC-0331,DOC-0035,References,DOC-0331 references architectural principles defined in DOC-0035.,2024-10-18
CIT-00358,DOC-0331,DOC-0286,References,DOC-0331 references architectural principles defined in DOC-0286.,2024-10-18
CIT-00359,DOC-0331,DOC-0447,References,DOC-0331 references architectural principles defined in DOC-0447.,2024-10-18
CIT-00360,DOC-0331,DOC-0571,References,DOC-0331 references architectural principles defined in DOC-0571.,2024-10-18
CIT-00361,DOC-0333,DOC-0270,References,DOC-0333 references architectural principles defined in DOC-0270.,2025-11-23
CIT-00362,DOC-0338,DOC-0124,References,DOC-0338 references architectural principles defined in DOC-0124.,2025-01-16
CIT-00363,DOC-0338,DOC-0025,References,DOC-0338 references architectural principles defined in DOC-0025.,2025-01-16
CIT-00364,DOC-0339,DOC-0681,References,DOC-0339 references architectural principles defined in DOC-0681.,2026-08-01
CIT-00365,DOC-0339,DOC-0202,References,DOC-0339 references architectural principles defined in DOC-0202.,2026-08-01
CIT-00366,DOC-0342,DOC-0490,References,DOC-0342 references architectural principles defined in DOC-0490.,2024-03-16
CIT-00367,DOC-0342,DOC-0069,References,DOC-0342 references architectural principles defined in DOC-0069.,2024-03-16
CIT-00368,DOC-0342,DOC-0995,References,DOC-0342 references architectural principles defined in DOC-0995.,2024-03-16
CIT-00369,DOC-0344,DOC-0119,References,DOC-0344 references architectural principles defined in DOC-0119.,2026-04-03
CIT-00370,DOC-0344,DOC-0574,References,DOC-0344 references architectural principles defined in DOC-0574.,2026-04-03
CIT-00371,DOC-0344,DOC-0041,References,DOC-0344 references architectural principles defined in DOC-0041.,2026-04-03
CIT-00372,DOC-0344,DOC-0238,References,DOC-0344 references architectural principles defined in DOC-0238.,2026-04-03
CIT-00373,DOC-0345,DOC-0137,References,DOC-0345 references architectural principles defined in DOC-0137.,2023-06-27
CIT-00374,DOC-0345,DOC-0765,References,DOC-0345 references architectural principles defined in DOC-0765.,2023-06-27
CIT-00375,DOC-0345,DOC-0719,References,DOC-0345 references architectural principles defined in DOC-0719.,2023-06-27
CIT-00376,DOC-0346,DOC-0062,References,DOC-0346 references architectural principles defined in DOC-0062.,2021-12-29
CIT-00377,DOC-0346,DOC-0523,References,DOC-0346 references architectural principles defined in DOC-0523.,2021-12-29
CIT-00378,DOC-0346,DOC-0808,References,DOC-0346 references architectural principles defined in DOC-0808.,2021-12-29
CIT-00379,DOC-0347,DOC-0600,References,DOC-0347 references architectural principles defined in DOC-0600.,2023-01-20
CIT-00380,DOC-0347,DOC-0544,References,DOC-0347 references architectural principles defined in DOC-0544.,2023-01-20
CIT-00381,DOC-0347,DOC-0010,References,DOC-0347 references architectural principles defined in DOC-0010.,2023-01-20
CIT-00382,DOC-0348,DOC-0328,References,DOC-0348 references architectural principles defined in DOC-0328.,2025-06-23
CIT-00383,DOC-0348,DOC-0943,References,DOC-0348 references architectural principles defined in DOC-0943.,2025-06-23
CIT-00384,DOC-0349,DOC-0821,References,DOC-0349 references architectural principles defined in DOC-0821.,2021-06-12
CIT-00385,DOC-0349,DOC-0219,References,DOC-0349 references architectural principles defined in DOC-0219.,2021-06-12
CIT-00386,DOC-0349,DOC-0194,References,DOC-0349 references architectural principles defined in DOC-0194.,2021-06-12
CIT-00387,DOC-0349,DOC-0680,References,DOC-0349 references architectural principles defined in DOC-0680.,2021-06-12
CIT-00388,DOC-0352,DOC-0567,References,DOC-0352 references architectural principles defined in DOC-0567.,2022-11-08
CIT-00389,DOC-0352,DOC-0649,References,DOC-0352 references architectural principles defined in DOC-0649.,2022-11-08
CIT-00390,DOC-0352,DOC-0643,References,DOC-0352 references architectural principles defined in DOC-0643.,2022-11-08
CIT-00391,DOC-0352,DOC-0555,References,DOC-0352 references architectural principles defined in DOC-0555.,2022-11-08
CIT-00392,DOC-0354,DOC-0879,References,DOC-0354 references architectural principles defined in DOC-0879.,2024-07-12
CIT-00393,DOC-0354,DOC-0523,References,DOC-0354 references architectural principles defined in DOC-0523.,2024-07-12
CIT-00394,DOC-0355,DOC-0490,References,DOC-0355 references architectural principles defined in DOC-0490.,2022-10-27
CIT-00395,DOC-0359,DOC-0860,References,DOC-0359 references architectural principles defined in DOC-0860.,2023-07-10
CIT-00396,DOC-0359,DOC-0641,References,DOC-0359 references architectural principles defined in DOC-0641.,2023-07-10
CIT-00397,DOC-0359,DOC-0371,References,DOC-0359 references architectural principles defined in DOC-0371.,2023-07-10
CIT-00398,DOC-0359,DOC-0961,References,DOC-0359 references architectural principles defined in DOC-0961.,2023-07-10
CIT-00399,DOC-0360,DOC-0417,References,DOC-0360 references architectural principles defined in DOC-0417.,2024-09-10
CIT-00400,DOC-0360,DOC-0062,References,DOC-0360 references architectural principles defined in DOC-0062.,2024-09-10
CIT-00401,DOC-0360,DOC-0771,References,DOC-0360 references architectural principles defined in DOC-0771.,2024-09-10
CIT-00402,DOC-0364,DOC-0401,References,DOC-0364 references architectural principles defined in DOC-0401.,2023-12-25
CIT-00403,DOC-0364,DOC-0461,References,DOC-0364 references architectural principles defined in DOC-0461.,2023-12-25
CIT-00404,DOC-0364,DOC-0621,References,DOC-0364 references architectural principles defined in DOC-0621.,2023-12-25
CIT-00405,DOC-0366,DOC-0491,References,DOC-0366 references architectural principles defined in DOC-0491.,2023-04-25
CIT-00406,DOC-0366,DOC-0630,References,DOC-0366 references architectural principles defined in DOC-0630.,2023-04-25
CIT-00407,DOC-0372,DOC-0510,References,DOC-0372 references architectural principles defined in DOC-0510.,2025-05-30
CIT-00408,DOC-0372,DOC-0792,References,DOC-0372 references architectural principles defined in DOC-0792.,2025-05-30
CIT-00409,DOC-0372,DOC-0077,References,DOC-0372 references architectural principles defined in DOC-0077.,2025-05-30
CIT-00410,DOC-0374,DOC-0576,References,DOC-0374 references architectural principles defined in DOC-0576.,2023-05-18
CIT-00411,DOC-0375,DOC-0792,References,DOC-0375 references architectural principles defined in DOC-0792.,2026-03-08
CIT-00412,DOC-0375,DOC-0657,References,DOC-0375 references architectural principles defined in DOC-0657.,2026-03-08
CIT-00413,DOC-0376,DOC-0403,References,DOC-0376 references architectural principles defined in DOC-0403.,2022-09-17
CIT-00414,DOC-0376,DOC-0288,References,DOC-0376 references architectural principles defined in DOC-0288.,2022-09-17
CIT-00415,DOC-0376,DOC-0476,References,DOC-0376 references architectural principles defined in DOC-0476.,2022-09-17
CIT-00416,DOC-0379,DOC-0942,References,DOC-0379 references architectural principles defined in DOC-0942.,2026-06-03
CIT-00417,DOC-0379,DOC-0316,References,DOC-0379 references architectural principles defined in DOC-0316.,2026-06-03
CIT-00418,DOC-0379,DOC-0876,References,DOC-0379 references architectural principles defined in DOC-0876.,2026-06-03
CIT-00419,DOC-0382,DOC-0481,References,DOC-0382 references architectural principles defined in DOC-0481.,2024-04-04
CIT-00420,DOC-0382,DOC-0346,References,DOC-0382 references architectural principles defined in DOC-0346.,2024-04-04
CIT-00421,DOC-0383,DOC-0999,References,DOC-0383 references architectural principles defined in DOC-0999.,2023-12-28
CIT-00422,DOC-0383,DOC-0351,References,DOC-0383 references architectural principles defined in DOC-0351.,2023-12-28
CIT-00423,DOC-0383,DOC-0546,References,DOC-0383 references architectural principles defined in DOC-0546.,2023-12-28
CIT-00424,DOC-0383,DOC-0530,References,DOC-0383 references architectural principles defined in DOC-0530.,2023-12-28
CIT-00425,DOC-0385,DOC-0957,References,DOC-0385 references architectural principles defined in DOC-0957.,2021-10-02
CIT-00426,DOC-0385,DOC-0278,References,DOC-0385 references architectural principles defined in DOC-0278.,2021-10-02
CIT-00427,DOC-0385,DOC-0896,References,DOC-0385 references architectural principles defined in DOC-0896.,2021-10-02
CIT-00428,DOC-0386,DOC-0321,References,DOC-0386 references architectural principles defined in DOC-0321.,2022-04-01
CIT-00429,DOC-0386,DOC-0950,References,DOC-0386 references architectural principles defined in DOC-0950.,2022-04-01
CIT-00430,DOC-0390,DOC-0197,References,DOC-0390 references architectural principles defined in DOC-0197.,2022-01-02
CIT-00431,DOC-0390,DOC-0846,References,DOC-0390 references architectural principles defined in DOC-0846.,2022-01-02
CIT-00432,DOC-0390,DOC-0344,References,DOC-0390 references architectural principles defined in DOC-0344.,2022-01-02
CIT-00433,DOC-0393,DOC-0686,References,DOC-0393 references architectural principles defined in DOC-0686.,2025-10-18
CIT-00434,DOC-0393,DOC-0675,References,DOC-0393 references architectural principles defined in DOC-0675.,2025-10-18
CIT-00435,DOC-0393,DOC-0193,References,DOC-0393 references architectural principles defined in DOC-0193.,2025-10-18
CIT-00436,DOC-0393,DOC-0787,References,DOC-0393 references architectural principles defined in DOC-0787.,2025-10-18
CIT-00437,DOC-0398,DOC-0730,References,DOC-0398 references architectural principles defined in DOC-0730.,2026-07-31
CIT-00438,DOC-0398,DOC-0556,References,DOC-0398 references architectural principles defined in DOC-0556.,2026-07-31
CIT-00439,DOC-0398,DOC-0567,References,DOC-0398 references architectural principles defined in DOC-0567.,2026-07-31
CIT-00440,DOC-0399,DOC-0596,References,DOC-0399 references architectural principles defined in DOC-0596.,2021-02-19
CIT-00441,DOC-0399,DOC-0533,References,DOC-0399 references architectural principles defined in DOC-0533.,2021-02-19
CIT-00442,DOC-0399,DOC-0178,References,DOC-0399 references architectural principles defined in DOC-0178.,2021-02-19
CIT-00443,DOC-0399,DOC-0121,References,DOC-0399 references architectural principles defined in DOC-0121.,2021-02-19
CIT-00444,DOC-0403,DOC-0188,References,DOC-0403 references architectural principles defined in DOC-0188.,2024-07-07
CIT-00445,DOC-0403,DOC-0909,References,DOC-0403 references architectural principles defined in DOC-0909.,2024-07-07
CIT-00446,DOC-0403,DOC-0664,References,DOC-0403 references architectural principles defined in DOC-0664.,2024-07-07
CIT-00447,DOC-0405,DOC-0496,References,DOC-0405 references architectural principles defined in DOC-0496.,2025-06-25
CIT-00448,DOC-0405,DOC-0735,References,DOC-0405 references architectural principles defined in DOC-0735.,2025-06-25
CIT-00449,DOC-0405,DOC-0278,References,DOC-0405 references architectural principles defined in DOC-0278.,2025-06-25
CIT-00450,DOC-0405,DOC-0955,References,DOC-0405 references architectural principles defined in DOC-0955.,2025-06-25
CIT-00451,DOC-0408,DOC-0259,References,DOC-0408 references architectural principles defined in DOC-0259.,2024-02-21
CIT-00452,DOC-0409,DOC-0833,References,DOC-0409 references architectural principles defined in DOC-0833.,2026-01-02
CIT-00453,DOC-0409,DOC-0564,References,DOC-0409 references architectural principles defined in DOC-0564.,2026-01-02
CIT-00454,DOC-0409,DOC-0403,References,DOC-0409 references architectural principles defined in DOC-0403.,2026-01-02
CIT-00455,DOC-0409,DOC-0004,References,DOC-0409 references architectural principles defined in DOC-0004.,2026-01-02
CIT-00456,DOC-0410,DOC-0951,References,DOC-0410 references architectural principles defined in DOC-0951.,2025-08-02
CIT-00457,DOC-0410,DOC-0507,References,DOC-0410 references architectural principles defined in DOC-0507.,2025-08-02
CIT-00458,DOC-0410,DOC-0466,References,DOC-0410 references architectural principles defined in DOC-0466.,2025-08-02
CIT-00459,DOC-0416,DOC-0644,References,DOC-0416 references architectural principles defined in DOC-0644.,2025-12-23
CIT-00460,DOC-0416,DOC-0502,References,DOC-0416 references architectural principles defined in DOC-0502.,2025-12-23
CIT-00461,DOC-0416,DOC-0610,References,DOC-0416 references architectural principles defined in DOC-0610.,2025-12-23
CIT-00462,DOC-0416,DOC-0111,References,DOC-0416 references architectural principles defined in DOC-0111.,2025-12-23
CIT-00463,DOC-0418,DOC-0144,References,DOC-0418 references architectural principles defined in DOC-0144.,2026-01-20
CIT-00464,DOC-0419,DOC-0779,References,DOC-0419 references architectural principles defined in DOC-0779.,2023-04-12
CIT-00465,DOC-0419,DOC-0821,References,DOC-0419 references architectural principles defined in DOC-0821.,2023-04-12
CIT-00466,DOC-0419,DOC-0056,References,DOC-0419 references architectural principles defined in DOC-0056.,2023-04-12
CIT-00467,DOC-0420,DOC-0285,References,DOC-0420 references architectural principles defined in DOC-0285.,2021-10-03
CIT-00468,DOC-0421,DOC-0131,References,DOC-0421 references architectural principles defined in DOC-0131.,2026-03-21
CIT-00469,DOC-0421,DOC-0803,References,DOC-0421 references architectural principles defined in DOC-0803.,2026-03-21
CIT-00470,DOC-0421,DOC-0099,References,DOC-0421 references architectural principles defined in DOC-0099.,2026-03-21
CIT-00471,DOC-0424,DOC-0011,References,DOC-0424 references architectural principles defined in DOC-0011.,2025-05-14
CIT-00472,DOC-0425,DOC-0292,References,DOC-0425 references architectural principles defined in DOC-0292.,2022-06-18
CIT-00473,DOC-0425,DOC-0441,References,DOC-0425 references architectural principles defined in DOC-0441.,2022-06-18
CIT-00474,DOC-0425,DOC-0247,References,DOC-0425 references architectural principles defined in DOC-0247.,2022-06-18
CIT-00475,DOC-0426,DOC-0951,References,DOC-0426 references architectural principles defined in DOC-0951.,2022-06-01
CIT-00476,DOC-0426,DOC-0566,References,DOC-0426 references architectural principles defined in DOC-0566.,2022-06-01
CIT-00477,DOC-0426,DOC-0363,References,DOC-0426 references architectural principles defined in DOC-0363.,2022-06-01
CIT-00478,DOC-0428,DOC-0781,References,DOC-0428 references architectural principles defined in DOC-0781.,2022-03-08
CIT-00479,DOC-0428,DOC-0226,References,DOC-0428 references architectural principles defined in DOC-0226.,2022-03-08
CIT-00480,DOC-0428,DOC-0176,References,DOC-0428 references architectural principles defined in DOC-0176.,2022-03-08
CIT-00481,DOC-0431,DOC-0978,References,DOC-0431 references architectural principles defined in DOC-0978.,2022-10-04
CIT-00482,DOC-0432,DOC-0829,References,DOC-0432 references architectural principles defined in DOC-0829.,2021-02-18
CIT-00483,DOC-0432,DOC-0498,References,DOC-0432 references architectural principles defined in DOC-0498.,2021-02-18
CIT-00484,DOC-0432,DOC-0128,References,DOC-0432 references architectural principles defined in DOC-0128.,2021-02-18
CIT-00485,DOC-0433,DOC-0227,References,DOC-0433 references architectural principles defined in DOC-0227.,2025-07-03
CIT-00486,DOC-0433,DOC-0248,References,DOC-0433 references architectural principles defined in DOC-0248.,2025-07-03
CIT-00487,DOC-0433,DOC-0471,References,DOC-0433 references architectural principles defined in DOC-0471.,2025-07-03
CIT-00488,DOC-0433,DOC-0625,References,DOC-0433 references architectural principles defined in DOC-0625.,2025-07-03
CIT-00489,DOC-0434,DOC-0940,References,DOC-0434 references architectural principles defined in DOC-0940.,2025-05-18
CIT-00490,DOC-0434,DOC-0226,References,DOC-0434 references architectural principles defined in DOC-0226.,2025-05-18
CIT-00491,DOC-0435,DOC-0245,References,DOC-0435 references architectural principles defined in DOC-0245.,2023-03-16
CIT-00492,DOC-0441,DOC-0419,References,DOC-0441 references architectural principles defined in DOC-0419.,2026-06-03
CIT-00493,DOC-0445,DOC-0024,References,DOC-0445 references architectural principles defined in DOC-0024.,2022-07-15
CIT-00494,DOC-0445,DOC-0555,References,DOC-0445 references architectural principles defined in DOC-0555.,2022-07-15
CIT-00495,DOC-0445,DOC-0784,References,DOC-0445 references architectural principles defined in DOC-0784.,2022-07-15
CIT-00496,DOC-0445,DOC-0279,References,DOC-0445 references architectural principles defined in DOC-0279.,2022-07-15
CIT-00497,DOC-0446,DOC-0448,References,DOC-0446 references architectural principles defined in DOC-0448.,2021-06-15
CIT-00498,DOC-0446,DOC-0809,References,DOC-0446 references architectural principles defined in DOC-0809.,2021-06-15
CIT-00499,DOC-0446,DOC-0897,References,DOC-0446 references architectural principles defined in DOC-0897.,2021-06-15
CIT-00500,DOC-0446,DOC-0537,References,DOC-0446 references architectural principles defined in DOC-0537.,2021-06-15
CIT-00501,DOC-0447,DOC-0512,References,DOC-0447 references architectural principles defined in DOC-0512.,2023-12-08
CIT-00502,DOC-0449,DOC-0622,References,DOC-0449 references architectural principles defined in DOC-0622.,2021-08-19
CIT-00503,DOC-0449,DOC-0211,References,DOC-0449 references architectural principles defined in DOC-0211.,2021-08-19
CIT-00504,DOC-0449,DOC-0382,References,DOC-0449 references architectural principles defined in DOC-0382.,2021-08-19
CIT-00505,DOC-0449,DOC-0148,References,DOC-0449 references architectural principles defined in DOC-0148.,2021-08-19
CIT-00506,DOC-0453,DOC-0213,References,DOC-0453 references architectural principles defined in DOC-0213.,2021-09-18
CIT-00507,DOC-0453,DOC-0224,References,DOC-0453 references architectural principles defined in DOC-0224.,2021-09-18
CIT-00508,DOC-0453,DOC-0322,References,DOC-0453 references architectural principles defined in DOC-0322.,2021-09-18
CIT-00509,DOC-0453,DOC-0362,References,DOC-0453 references architectural principles defined in DOC-0362.,2021-09-18
CIT-00510,DOC-0455,DOC-0921,References,DOC-0455 references architectural principles defined in DOC-0921.,06/09/2023
CIT-00511,DOC-0455,DOC-0237,References,DOC-0455 references architectural principles defined in DOC-0237.,06/09/2023
CIT-00512,DOC-0455,DOC-0389,References,DOC-0455 references architectural principles defined in DOC-0389.,06/09/2023
CIT-00513,DOC-0458,DOC-0661,References,DOC-0458 references architectural principles defined in DOC-0661.,2024-07-07
CIT-00514,DOC-0458,DOC-0715,References,DOC-0458 references architectural principles defined in DOC-0715.,2024-07-07
CIT-00515,DOC-0459,DOC-0399,References,DOC-0459 references architectural principles defined in DOC-0399.,2025-02-15
CIT-00516,DOC-0461,DOC-0503,References,DOC-0461 references architectural principles defined in DOC-0503.,2023-02-03
